Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Arthrobacter globiformis,0.2563474,0.26659727,-0.109342255,-0.22365573,0.22972448,-0.44919467,0.14739303,0.3896163,-0.16623634,0.31889644,-0.2606231,-0.30006167,-0.24713263,-0.097734414,-0.13931851,0.11956335,-0.20834754,-0.39448622,0.55930567,-0.5029706,0.07909261,-0.11588083,-0.20753731,0.032678925,-0.13609041,-0.08762002,-0.3442515,0.053770326,0.0050593037,0.30723798,0.32035753,0.27043504,0.098957844,-0.18264009,0.12396587,-0.3343046,-0.26178795,0.11605536,0.104963616,-0.36406922,-0.2964553,-0.22572632,0.4333176,-0.05625557,0.16227974,-0.12225989,-0.18488002,0.08891462,0.08859246,0.024069687,0.12232719,-0.1677963,-0.08559606,0.09175605,-0.52178186,-0.05106743,0.07553035,-0.11415425,-0.44166538,0.39885673,-0.03703425,-0.07775867,0.3252595,-0.33560166,-0.0663038,-0.38891143,-0.18092157,0.41870543,-0.2655865,0.2878405,0.17226477,-0.21807878,-0.0054524126,0.011019048,-0.048975866,0.2553588,0.09785237,0.3548515,-0.17076172,0.057863113,0.18132776,0.3535129,-0.296194,0.51393646,0.44036084,-0.31701759,0.15410674,0.45484117,0.5653427,-0.23577067,0.11480224,0.085619055,-0.16402099,-0.21250999,0.045063984,0.2449892,0.024674924,-0.12796797,0.27186638,0.25191858
Brenneria salicis,-0.40595078,0.22811063,0.15831457,0.112752095,-0.25755975,-0.055559676,-0.014310876,0.017373776,-0.15827173,-0.18131512,-0.07208989,-0.14256138,-0.259817,0.18588147,-0.06455054,-0.2644404,-0.06902221,-0.25175598,-0.22882207,-0.5058275,0.052589472,0.22173586,0.21829164,-0.22971624,-0.33718964,0.27392152,0.5863473,-0.061440066,-0.010353864,-0.17389125,0.18656933,-0.108701475,0.022502333,-0.3120153,-0.44743443,0.25596255,0.024939194,-0.32697746,0.10012616,-0.28836003,0.14138749,-0.3181409,0.1126479,0.08720074,0.03175006,-0.33584636,-0.0319252,-0.09851505,0.028948847,-0.115221,0.19521396,-0.4077644,-0.34484646,-0.21134463,0.12101971,0.15064162,0.025109801,-0.25659,-0.03782451,0.17710866,0.08689682,0.36988014,-0.2138442,-0.026320573,-0.05269858,0.46102995,0.33151385,0.059604693,-0.67717904,0.007855952,0.19250917,0.32284015,0.360771,-0.29859415,0.28198662,0.029833708,-0.27343705,0.2827799,-0.33847696,-0.101913795,-0.12930119,-0.22907738,-0.31541857,0.50082713,0.41169953,-0.16224477,-0.013821764,0.5537552,-0.0852739,-0.03996795,0.31479037,-0.0848134,0.46763393,0.102253854,0.14161234,-0.046876296,0.46687555,-0.037013717,-0.043732535,0.38499662
Trichomonas vaginalis,0.020351805,0.1463018,0.026556607,-0.19976749,0.35733953,-0.47954747,0.4153262,0.4592841,-0.36226606,-0.28617904,-0.62937486,-0.105471924,0.019032255,0.24503712,0.09490156,0.094519146,-0.15099461,0.072674535,-0.38418373,-0.3145918,-0.04253667,0.27980047,0.07737442,-0.26471972,-0.60187066,0.025470037,-0.18301591,0.15069327,0.05412632,0.106913194,0.29817557,0.0942996,0.07904655,0.2780189,-0.07937456,0.25670806,-0.305113,0.06778459,-0.28502858,-0.55257994,0.25594023,-0.17865391,-0.74398774,0.33538273,-0.08943049,0.09547864,0.028125681,-0.33903313,0.16716768,0.13586178,-0.22416563,-0.26175573,0.05131554,-0.0022857562,-0.39029557,0.41723317,-0.4426384,-0.006984235,-0.3462224,0.4089458,0.4328417,-0.22978733,0.3907605,0.24950796,0.07816944,0.1048845,0.3345131,0.006130805,-0.6331478,0.63072854,0.24024853,-0.090876825,-0.22151212,-0.5042698,0.2012708,-0.32045344,-0.045838494,-0.44169584,-0.117351525,0.18948229,-0.24591179,-0.64208543,-0.5217697,0.022864044,-0.39954108,0.5762503,0.14906743,-0.0716686,0.38220915,0.43856132,0.251448,-0.040425673,0.12361699,0.07384568,0.4571814,-0.07341104,0.22154877,-0.17297274,0.2920432,-0.27735043
Mycobacterium kansasii,-0.41909584,-0.11430981,0.14833108,0.022736967,0.12567726,-0.30061534,-0.19138174,0.4045391,-0.55789125,-0.0039182873,-0.05054483,-0.0036374559,-0.03901622,0.5885502,-0.25578058,-0.11169523,0.28179684,0.03146497,0.55081135,-0.3524051,-0.02292769,0.337431,0.121570274,0.027773825,0.022757031,0.040151667,-0.020235311,-0.28477675,0.023816641,-0.22898519,-0.0199814,0.3894707,-0.06483941,0.22578192,-0.32987726,0.23965314,-0.11095629,-0.51646173,-0.4921145,-0.38954076,-0.13133064,-0.28096998,-0.44952065,0.021681689,-0.1173344,0.14158705,-0.007784046,-0.276662,-0.006229646,-0.061950415,0.19905308,-0.6404856,-0.285269,0.15622126,-0.1847887,0.00095046207,0.12820001,-0.025753114,-0.18514296,-0.31917217,0.45722333,-0.15548515,-0.24318226,-0.30206266,-0.4186207,-0.15872316,0.49883217,-0.2182537,-0.718175,0.08711889,0.07526551,-0.22394307,0.17260073,-0.045566082,-0.3124561,0.55312955,0.085876465,0.35726815,-0.20210077,0.014111854,0.12542316,-0.025654202,0.21546207,-0.11764084,0.16263758,0.00806615,0.5479588,0.023079924,0.31621274,-0.17954,0.7562998,-0.07029888,-0.017133513,-0.2491537,0.4948943,0.27316305,-0.002347085,-0.02672064,0.09152882,-0.23879261
Pseudoalteromonas carrageenovora,0.11929055,0.32392162,0.2994302,-0.058008198,0.031411093,-0.5274575,0.05866941,0.5429344,-0.3471163,-0.1286202,-0.13031413,-0.13183902,-0.26617092,-0.09160543,-0.072069645,-0.39449066,-0.047081478,-0.33702448,-0.20066734,-0.7702254,0.38924927,-0.13722321,0.41377634,0.41209567,0.12632962,0.10999661,0.13354652,0.09865727,-0.17340742,0.06710769,-0.17546707,-0.053410962,-0.45406526,-0.23631734,-0.28191543,0.20886496,0.12903276,-0.1377859,0.24006912,-0.1548767,-0.14799514,0.29518005,0.3134175,0.23356679,0.3783738,-0.36041763,0.18863493,0.2914354,0.5132712,0.2824041,0.11213297,-0.16896978,-0.2107821,-0.06467155,0.106414594,-0.048483733,0.21819527,-0.13016452,-0.12497897,0.2674651,-0.0026579583,0.065888114,0.06112844,-0.120238915,-0.2753587,-0.06777004,0.06724167,0.06382887,-0.3888148,0.12671682,-0.033509973,0.21478349,-0.12992579,-0.8161882,0.16371033,-0.04433077,0.121969745,0.044476416,-0.009899581,-0.19931014,-0.2780601,0.09427017,0.12095016,0.29122415,-0.1263298,-0.45380425,0.118948646,0.1848007,0.17988369,0.35712072,0.15035538,0.15785557,0.1470062,-0.028987084,0.5833572,0.08346608,0.19163677,-0.3239329,0.5054826,0.36169228
Pseudomonas alginovora,0.15860772,0.4468973,0.08883223,-0.04115613,0.02660361,-0.4953318,0.16957079,0.5979113,-0.41107607,-0.12334615,-0.22235805,-0.21462196,-0.2861838,-0.08545774,-0.1854677,-0.3209053,-0.1159274,-0.4333128,-0.1200412,-0.5318696,0.47030306,-0.23522653,0.4892745,0.42175114,-0.005879592,0.08670101,-0.035554472,0.045977984,0.09354094,-0.018037193,-0.21896994,-0.22880441,-0.33931395,-0.21412365,-0.3042005,0.07011778,-0.02589029,0.013316222,0.17761111,-0.16047187,-0.019791747,0.34179184,0.53546154,0.4677993,0.3244165,-0.33443594,0.19797893,0.23569737,0.28686935,0.36406428,0.10984324,-0.3196273,-0.23473167,-0.16921178,-0.103140995,-0.3056812,0.21640459,-0.10723997,-0.29517898,0.3764577,-0.10466277,-0.07332498,0.15979955,-0.04082368,-0.31447285,-0.08902388,0.28727046,0.08377119,-0.37874016,0.11006265,0.044761065,0.27569804,-0.04669658,-0.7077705,0.16892949,0.099341206,0.06868545,-0.14334834,-0.0041773464,-0.12149613,-0.33511418,0.06916438,0.1510484,0.3240205,-0.1936625,-0.32693627,0.09477663,0.27323467,0.28852758,0.1777818,-0.04598314,0.009065425,0.08406601,0.10456236,0.6947375,-0.0057450193,0.2488936,-0.2421797,0.5250721,0.35598242
Cytophaga drobachiensis,-0.026092846,0.3405975,0.1959635,-0.056973167,-0.13451856,-0.42830813,0.22945487,0.5713291,-0.40426382,-0.023634179,-0.12634842,-0.025758019,-0.38020417,-0.07910106,-0.06175955,-0.5025992,-0.1422595,-0.37545714,-0.25399205,-0.6254531,0.35622916,-0.03171542,0.46558207,0.38593203,0.14054579,0.16291998,0.05841066,0.07459494,0.015415806,0.038932674,-0.3312287,-0.09636858,-0.35488167,-0.33940148,-0.34555513,0.3039577,-0.026975907,-0.10797499,0.24383812,-0.1381854,0.029638426,0.26999825,0.41042447,0.33510867,0.45984238,-0.32865986,0.29426917,0.18716463,0.2964756,0.17477053,0.26034483,-0.19203888,-0.24420664,-0.13375832,-0.006485834,-0.23624313,0.22152257,-0.021864953,0.03288461,0.2733783,0.07016407,0.030907135,0.001320327,-0.13480073,-0.27684042,-0.12621939,0.27209678,0.08424404,-0.5658347,0.17932571,0.032540318,0.23773581,-0.13134181,-0.69899327,0.24801512,0.04269761,0.01679104,-0.08790106,-0.07213287,-0.0050745714,-0.26420912,0.03841107,0.12919486,0.22995661,-0.18830897,-0.1884104,0.112431265,0.22422779,0.2144915,0.30029377,0.18865155,0.085842535,0.11085383,0.03631821,0.62988085,0.0172058,0.17554134,-0.23076908,0.51928437,0.13129444
Leishmania braziliensis,0.08956892,0.08310364,0.1306706,0.10465524,0.375534,-0.4228335,0.15375637,0.464379,-0.28796193,0.09554578,-0.100181915,0.05041878,-0.38608268,-0.036472555,-0.28853205,-0.26388326,-0.2974534,-0.21166816,-0.36626276,-0.5706473,0.36893407,-0.17463511,0.05432386,0.092294656,0.03758189,0.102619246,0.19185516,-0.08813657,0.12554945,0.1816813,-0.32104015,0.026174663,-0.15446949,-0.13744177,-0.41212332,0.18447812,-0.079049535,-0.023209943,0.116189875,-0.3846928,0.19104335,0.04729965,0.16123676,0.17703553,0.28178054,-0.49174732,0.06641071,-0.0070398613,0.046121016,0.3494438,0.041372057,-0.26742864,-0.111857794,-0.0036010244,0.52016747,-0.124223776,0.059285354,-0.1586494,-0.44252893,0.13676113,-0.02523032,0.13556668,0.03921053,-0.13473271,-0.58155775,-0.22419704,0.075080335,0.1498226,-0.2958538,0.44817182,0.023748603,-0.20712598,-0.3568335,-0.38688537,0.25042015,0.021569509,-0.28393525,0.03987833,-0.031070018,0.0029485358,0.02358669,0.060437128,0.16728704,0.08854433,-0.17849246,-0.18452463,0.053141702,0.60502577,0.33338982,0.07766844,-0.25302568,0.22536556,0.00024299657,0.23383018,0.5889283,0.25480318,-0.051305,-0.53757095,0.6341067,0.46894643
Papiliotrema laurentii,0.32841232,-0.19120017,-0.18920636,0.29570204,0.26336226,-0.4833718,-0.20237574,0.68387645,-0.35850796,0.17374259,-0.3650362,-0.20861807,-0.034176268,0.44750524,-0.2066593,-0.2506016,-0.15197182,-0.108275875,-0.29159164,0.17065842,0.25779358,0.0066851117,0.29201552,-0.1379894,-0.16556129,-0.12306715,-0.24930553,-0.19484124,0.109096214,0.011737163,0.081988595,-0.17163531,0.128349,-0.03995493,-0.4995975,-0.0056049097,-0.19820634,0.14208779,-0.14309932,-0.47179386,0.20561515,-0.38420016,-0.19600788,-0.22574763,0.19357029,-0.044762824,0.15109725,-0.070998795,-0.057627905,0.3229043,-0.2404002,-0.22454403,0.041337006,0.02726766,0.0343961,0.15837398,0.11813448,-0.24874292,-0.08466684,-0.34502062,-0.2789571,0.17308663,-0.23297095,-0.071456,-0.388982,-0.16599612,-0.12592724,-0.063641,-0.21440148,0.15149744,-0.34542856,-0.69274896,-0.12799618,-0.12734485,0.45783296,-0.08409357,0.08913233,-0.25778112,-0.13925083,0.30809078,-0.001017648,-0.09443319,-0.16027275,0.27082872,-0.39961493,0.04770389,-0.2231023,0.548107,0.21687871,0.17033112,0.017962504,-0.07977088,-0.24004598,0.2930982,0.30231127,0.1858541,0.10760809,-0.2991869,0.30293328,0.046904944
Sphingobacterium siyangense,0.05606061,-0.07409026,-0.04500115,-0.60774916,0.050037496,0.056352627,0.12790826,0.652854,-0.051948864,-0.1989767,0.1504292,-0.3168153,-0.312229,-0.08162875,-0.10284381,-0.4232712,0.0067200796,0.032975134,0.33489197,-0.3479483,0.26476434,0.2858455,0.07175498,0.06611348,-0.4801417,-0.10245246,0.09510435,0.15172611,0.19228308,-0.077371195,0.49436224,-0.07269828,0.17456834,-0.26563808,-0.015547943,-0.036961153,-0.19065167,0.064326115,-0.23523414,-0.3278372,0.26724792,-0.07974846,0.11963623,0.12081763,0.085990354,-0.25774837,-0.0147831505,0.057527047,-0.1725911,0.18802823,0.18641156,-0.6927956,-0.32462025,-0.16578625,-0.25431436,-0.16648467,0.056273557,-0.19018963,-0.24514648,0.18104878,0.112140715,0.06030525,-0.3565231,-0.27996263,-0.2897696,-0.040464085,0.12847891,0.17182583,-0.2652563,0.10499936,0.22046627,0.028534804,0.48152357,0.23480393,0.117777355,-0.08559898,-0.36273533,0.14972879,-0.30468884,0.2320423,0.22237475,0.03195822,-0.17097718,-0.030013809,0.13206612,-0.13309368,-0.09548373,0.31008995,-0.1385524,-0.122429185,0.4877879,0.13158011,-0.27204993,-0.41074637,0.36526093,0.43359733,-0.026032528,-0.4587391,0.34481096,0.10651822
Saccharibacillus kuerlensis,-0.0018511881,-0.11173858,0.017704934,-0.76132953,0.019556897,0.026944451,0.060386043,0.58430994,-0.22226535,-0.15905613,0.13493124,-0.45842388,-0.29763532,-0.04120923,-0.074853346,-0.2997416,0.043726917,0.119279094,0.22734672,-0.39982945,0.21561743,0.16788273,0.029232739,0.06648361,-0.6629834,-0.13662691,0.12019758,0.14510031,0.13048838,-0.051833577,0.46903318,-0.019473722,0.262386,-0.30179036,0.07275366,0.009635641,-0.2496811,0.02072591,-0.434153,-0.21672983,0.30227262,-0.11712661,0.15919977,0.18556301,0.12263029,-0.24757105,0.0029821433,-0.101417914,-0.11452498,0.24841033,0.2590036,-0.5638636,-0.45550582,0.037416767,-0.27286616,-0.10172939,-0.06163768,-0.067810215,-0.23943597,0.34499258,0.10693168,-0.086221896,-0.2160309,-0.12109587,-0.34029803,-0.10080508,0.1390585,0.067806326,-0.16642262,0.41420802,0.35625178,0.112150304,0.43329397,0.3508312,-0.06470957,-0.06347134,-0.19390108,0.07914532,-0.20267172,0.23480493,0.17140447,-0.011848169,-0.291583,-0.052981235,0.05231831,0.055375963,-0.15239221,0.3207187,0.08630506,-0.15802987,0.3156901,-0.053266186,-0.341806,-0.3117409,0.40723005,0.3474705,-0.076909155,-0.4544161,0.24465208,0.13102205
Pseudomonas luteola,0.08966505,-0.035157133,0.11052965,-0.62649226,-0.07204246,0.14846164,0.061942462,0.5991272,-0.021640504,-0.13897322,0.13740447,-0.4766652,-0.20626912,0.050871108,0.006309172,-0.30686486,-0.11424901,-0.01903341,0.40478346,-0.5966878,0.3388257,0.19203685,0.026975838,0.20853919,-0.6077774,-0.11861176,0.11802582,0.15499718,0.12991893,-0.003805758,0.5588345,-0.035221267,0.24985583,-0.16579916,-0.09442874,0.035960797,-0.2482454,-0.014904261,-0.38698754,-0.25796637,0.2912817,-0.10928802,0.086731665,0.0501866,-0.06306621,-0.101127654,0.049406543,-0.016889399,-0.18576501,0.2581983,0.19597124,-0.5179985,-0.35704038,-0.1543658,-0.27709687,-0.08075975,0.008506371,-0.26665562,-0.13082169,0.11955735,0.014924234,-0.046528775,-0.35818318,-0.22787726,-0.24078469,-0.06652382,0.17149015,0.056812495,-0.13767794,0.21955183,0.34908465,0.014944507,0.29473048,0.31672665,-0.05302515,-0.038179755,-0.41790283,-0.032485284,-0.3498088,0.25009865,0.23060022,0.027287917,-0.19507095,0.06738666,0.17451365,0.078289784,-0.20480093,0.36874613,-0.084627494,-0.12364015,0.46555802,0.122102365,-0.37191644,-0.39003727,0.32644993,0.39513788,-0.00060612167,-0.4381394,0.24820071,0.034489248
Human glioblastoma,0.011511014,0.38426948,-0.0124079585,0.19293585,0.2075544,-0.44544402,-0.36068562,0.6443435,-0.14755027,-0.1613134,-0.2059326,-0.33825207,0.0852283,0.06682845,-0.33222902,0.06933196,0.4538973,-0.4127039,-0.14174274,-0.31870106,-0.14979115,0.032991774,0.051341332,0.34167385,-0.0007031259,0.07344745,0.13197745,-0.33164078,-0.065255634,0.05431994,0.37332177,-0.28072527,-0.31209454,-0.65859145,-0.030159334,0.031552672,-0.15068841,-0.97801036,0.030634623,0.033311594,-0.03150372,-0.49777377,0.017964054,-0.104026556,0.022878705,-0.44065863,-0.6549386,0.1184971,-0.022634914,0.019734582,0.21905056,-0.6015812,0.19341448,0.096650675,0.037565563,0.45806193,-0.02830108,0.46645617,-0.18741986,-0.14927499,0.041365072,0.021328378,0.12472083,-0.22811985,-0.111453526,0.17921332,0.6080262,-0.20662929,0.09560387,0.17874816,-0.19020288,-0.16539201,-0.12352766,0.0031605565,0.0800193,0.08050248,0.18372592,0.35301676,-0.7407181,-0.26128483,-0.019012503,-0.15314494,-0.21046431,0.226123,0.054786902,0.19894266,-0.28856337,0.23050857,0.417743,-0.056441676,-0.1968696,-0.19809785,-0.22232011,0.13011308,0.112541355,0.36060843,0.038933188,-0.5371002,-0.12437108,0.5176042
Enterococcus gallinarum,0.28521788,0.2369846,0.29714057,-0.017629221,0.20738006,-0.36831588,0.4479438,0.29070917,-0.006548174,0.18071675,-0.32012507,-0.53983706,0.1016174,0.042725064,0.042313725,-0.07392072,0.12869272,-0.39097,0.22144054,-0.2772608,0.19153082,-0.020203693,0.2399394,-0.38169813,-0.47417873,-0.054930452,-0.44853225,0.13911812,0.15917683,-0.23474117,-0.08719584,-0.13825418,-0.08577182,0.14428799,-0.24775429,-0.10830567,0.18194512,-0.026293427,-0.123007506,-0.13586245,-0.13135934,-0.2117594,0.08381608,0.14760825,0.2621733,-0.14062421,-0.111067295,0.028523052,0.49991277,0.22606142,-0.21934119,0.14439237,0.10217989,0.012462807,-0.12894385,0.19709036,0.23680738,-0.1666986,-0.2308279,0.12413094,0.25114056,-0.04859253,-0.22684693,-0.25022727,-0.051859412,0.19753323,0.42666376,0.2532817,-0.62305504,-0.030094072,0.20890498,0.21372488,0.3522082,-0.013840346,-0.0343883,0.041600622,-0.1811501,-0.18705212,-0.20113644,0.028765762,-0.283211,-0.20870271,-0.15077998,0.4643798,0.13449514,0.123220734,-0.109718606,0.1786584,0.5446215,-0.05552516,0.17393775,-0.24100648,-0.20906197,-0.06893883,-0.1331064,0.12958081,-0.25027707,0.13362718,0.106113434,0.12927885
Enterococcus casseliflavus,0.23593546,-0.047975104,0.010291555,0.0627542,-0.07169087,-0.16474517,0.28085625,0.32501256,0.20579006,0.14072311,-0.15461396,-0.16267684,0.22302525,-0.25170302,-0.07850327,-0.03149089,0.094239295,-0.59488034,-0.027437545,-0.2427618,0.53623897,-0.4192933,0.22117886,-0.32641318,-0.4805779,0.06526697,-0.15900588,-0.18555245,-0.05792788,-0.1299564,0.084355086,-0.26155245,-0.10404623,0.3244128,0.12014036,-0.21465182,0.20921294,0.25167045,-0.33311534,-0.30402982,0.28159267,0.068402685,0.23991464,-0.2537476,0.4832276,-0.014123977,0.21588093,-0.12841403,0.15487681,0.2919195,0.0602362,-0.39932472,-0.0055113677,0.16185193,-0.18097448,-0.11674843,0.27857924,-0.30333573,-0.8563849,-0.1296317,0.31663004,0.06604287,-0.20421152,-0.2134333,-0.39144614,-0.14522308,0.50460976,0.062006526,-0.5225786,0.028826475,0.17631488,0.09361772,0.6275694,-0.06479599,0.2747468,-0.13506253,-0.20578049,-0.25172764,-0.17295036,-0.053076353,-0.20645823,0.29214206,-0.091836065,0.5800849,0.17875245,0.43577167,0.29562265,0.39610094,0.6104023,-0.15345263,0.07267277,-0.4406595,-0.180427,-0.1347558,0.13398395,0.035022352,-0.6009098,0.1660482,0.118676044,0.4441168
Zika virus (ZIKV),-0.21662632,0.4362695,-0.8248922,0.15210967,0.20930034,-0.24470589,0.100635365,0.30838093,-0.39358467,0.115027085,-0.15960859,-0.29533866,-0.29055867,-0.13554797,0.02759646,0.2839651,-0.30362055,-0.10302757,0.33878434,-0.7640473,-0.24092367,-0.46049765,0.33505845,-0.17300709,-0.46956176,-0.18099402,-0.15741359,-0.32087022,-0.37300274,0.4043694,0.17841104,0.24647959,0.07547235,0.11741998,0.44308883,-0.1707116,0.11398636,0.11888195,-0.41916966,-0.12578833,-0.31279144,-0.29753336,0.14197691,-0.16617163,0.31386817,0.20563865,-0.32913586,-0.103457086,-0.124798745,0.24290858,-0.15932232,-0.1266594,0.0712486,0.5637553,-0.6322079,-0.1485437,0.45002985,-0.27314013,-0.45330817,0.11852703,0.049791098,0.18634322,-0.12150541,-0.27192432,-0.60216415,-0.30516016,0.16190785,0.031500436,-0.40698385,0.77464044,-0.09530928,-0.26361495,-0.20921049,0.07770521,-0.37435588,0.47734675,-0.5197461,0.47021526,-0.43377805,-0.082111746,0.04058617,0.27576193,-0.05183017,0.6256316,0.07447425,0.07126109,-0.1409624,0.5746434,0.5057168,0.013949569,-0.0008056072,-0.1324153,-0.7253297,-0.12852716,0.44736952,-0.24024336,-0.15291478,0.1274413,0.28858006,0.32315096
Pseudomonas donghuensis,-0.009702493,0.030433977,0.10205941,0.045738418,0.09452603,-0.20042662,-0.065712534,0.2990009,-0.28031617,-0.10116756,-0.07586898,-0.2909473,0.11744651,0.22677715,-0.0467826,-0.013378229,0.15569913,-0.08159022,0.05599999,-0.41692796,0.09593383,0.006107066,0.053913645,0.0550872,-0.18307988,-0.26783502,-0.15810972,-0.19758564,0.11501389,0.1734173,0.26833183,-0.009436863,0.13687831,0.11100812,0.041884735,0.08884498,0.16950358,0.05793846,-0.19303678,-0.20298178,0.0347011,-0.09697466,-0.06495597,0.10209049,-0.18553033,0.006356026,-0.14644346,-0.037147783,-0.016370414,0.28146988,0.07610859,-0.10392927,-0.057154555,0.054029595,-0.30313748,0.2043608,0.017382324,-0.186612,-0.18477517,-0.15527864,0.02005809,0.0810738,-0.076275885,-0.18292494,-0.43431383,-0.03492555,0.1338312,-0.051392123,-0.2638507,0.07194623,0.005165834,-0.20816894,0.10748485,-0.11844358,-0.01527254,0.097283565,0.022210624,-0.084734604,-0.10303075,0.12720643,-0.13669579,-0.11908323,-0.104560554,0.36703885,-0.004602943,-0.14215656,-0.095066346,0.21897078,0.25537887,0.029223861,-0.067907564,-0.10688204,-0.116321236,-0.14829999,0.13595568,0.16644728,-0.09255236,-0.23286572,0.034210447,-0.1530411
Bovine herpesvirus 1 (BoHV-1),-0.19638364,0.17966717,0.2980001,0.53056717,-0.16302,-0.6045711,0.4235352,0.43111888,-0.34633318,-0.13088281,-0.11061786,-0.46234697,0.09234123,0.2589775,-0.43957862,0.019917779,-0.4447725,-0.01861282,0.22711505,-0.51426184,0.25681332,-0.06048017,0.032272775,0.2141797,-0.6278062,0.34353018,0.058353104,0.06195782,-0.21877502,0.46483248,0.4617539,-0.21900351,0.19589505,-0.118180685,0.060562864,0.23396964,-0.5659229,-0.3151604,-0.4169305,-0.3585821,0.3963899,0.2922637,-0.42010546,0.030760674,-0.057774723,-0.06357874,0.13782886,-0.05765178,0.06344036,0.12410463,0.53522193,-0.5577356,-0.12632562,-0.23971687,-0.21285446,0.13663821,-0.5655709,-0.01502034,-0.13047394,0.13200301,-0.3750599,-0.31574866,0.09520271,0.15510288,-0.26191157,0.0899014,-0.11590664,0.11446931,-0.47628126,0.547617,-0.3438064,-0.13661894,-0.092093736,0.04166748,-0.045175396,0.6286171,-0.015814992,-0.27458996,0.09850616,0.34077573,-0.37700313,0.2473782,-0.60801786,0.3415487,-0.22041354,0.12405166,-0.36947945,-0.02979005,0.18045695,0.10488426,-0.30446908,-0.18019636,-0.17659308,-0.24011354,0.6250461,0.21672799,0.30709094,-0.27380073,0.09530565,0.16369681
Pseudorabies Virus (PRV),-0.0728234,0.027624507,0.3365203,0.40292385,-0.3776543,-0.45933667,0.14516309,0.3624362,-0.3462087,-0.3113414,-0.043243334,-0.40964782,-0.02138414,0.038108513,-0.5310506,-0.18817616,-0.40924564,-0.009979836,0.24466823,-0.4366382,0.20760582,-0.037793774,0.006589582,0.3457404,-0.42595753,0.3020086,-0.019898359,0.15159844,-0.2751752,0.4886658,0.34075361,-0.2386,0.14459464,-0.044602666,0.23099048,0.33643687,-0.53484863,-0.30511314,-0.48967895,-0.39616176,0.43924126,0.40086317,-0.43338206,0.025451615,0.03529911,-0.4764572,0.27192563,0.36670893,-0.0070669213,-0.063451946,0.32749552,-0.7044825,-0.109707735,-0.3233689,-0.1551193,0.18749006,-0.23645541,-0.08633531,0.100882754,0.15731025,-0.14875837,-0.13615264,0.059971403,-0.08032078,-0.40495098,0.14771825,-0.20667244,0.18208463,-0.5865879,0.3011418,-0.27943003,-0.05714489,0.18950301,0.07521362,0.023755644,0.45208994,-0.059918225,-0.15371145,-0.0609926,0.22564198,-0.4613657,0.17758675,-0.5474433,0.44050854,-0.09167454,0.18853547,-0.6410557,-0.022294926,-0.0116924625,0.17682274,-0.3655732,-0.059147,-0.03802573,-0.19229873,0.46502486,0.033331774,0.28757936,-0.239388,0.23062466,0.3212785
Newcastle Disease Virus (NDV),-0.063248836,0.093040824,0.008257215,0.27745843,-0.42692396,-0.3326796,0.2837997,0.1796033,-0.12419749,-0.25665098,0.09549503,-0.40330574,-0.047260806,0.021138418,-0.3228947,-0.012414441,-0.44878125,0.044377994,0.23322825,-0.49127463,0.28056327,-0.02870681,0.03741821,0.18750107,-0.38901517,0.3290405,-0.20484084,-0.017253371,-0.13939087,0.40243262,0.39384535,0.0661482,0.25844985,-0.055666286,0.2610772,0.5247021,-0.6331472,-0.3537189,-0.79652256,-0.42587766,0.49929982,0.37563053,-0.33782417,-0.21099536,-0.01046191,-0.2564837,0.21231365,0.16775483,-0.0041971677,-0.0054336493,0.45647103,-0.65106183,-0.17109947,-0.11538437,-0.24162419,0.07884152,-0.19352888,-0.12719014,5.9389415e-05,0.08100251,-0.2157075,-0.28885272,-0.108785175,0.02717436,-0.35070544,0.09825778,-0.21043746,0.095975585,-0.49939245,0.5587565,-0.30748183,-0.123011276,-0.050388068,0.11300377,-0.18214194,0.64810836,-0.19601348,-0.37641013,0.11233584,0.41725466,-0.37329462,0.24308306,-0.35712668,0.41174826,0.0008957082,0.42224863,-0.4625785,0.08124681,0.20417699,0.13390554,-0.43082574,-0.08861904,-0.23329969,-0.25327465,0.5408242,0.0675459,0.09650511,-0.20664217,-0.0686184,0.3645447
